topic, posthw1,"Question: Hi all,
We have made a minor correction to the grades from HW1. This correction could only potentially improve student grades by a few points. No one's grade went down.
proj2,"Question: Is it necessary for us to include error handling for cases like division by zero?
The reference implementation does, but the spec says nothing of the sort, so I wanted to confirm.
Answer: From the spec: 

""We expect your program to never crash. This means you must test for possible edge cases. If you come up with an edge case, you MUST use the reference implementation to determine what the behavior of your program should be for that case, as we will be using the reference, and the exact error messages for grading your assignment."""
proj2,Question: I was wondering how I would go about unit testing the run and print functions in RPNCalc? Both functions don't modify the DatumStack in any way that I can test with assert statements. Print only sends information to cout which I can't capture with unit tests. Is it required to have a unit test for every function or is it okay to skip certain functions like these?
proj2,"Question: Hello everyone! 
I was wondering, for the parseRstring class, can we assume that it will always get a string with valid parentheses, or do we have to write code to cover for cases that are not valid? 
Thank you! "
proj2,"Question: Hi I just wanted to make sure that we do not need to implement the big three in our DatumStack class.
Answer: And in the future, please check Piazza to see if your question has already been asked and answered before posting it again"
proj2,"Question: There are no slots left for all of Wednesday, and I'm in class for the 2 available slots for today.
Are there any more slots available? Will there be any more available, especially on Wednesday? 

I don't have a design checkoff slot. I have also found duplicate names and am unsure what to do.

https://docs.google.com/spreadsheets/d/1S1qVrzqyJAfUnagImHB6Ys4f5hdWwgPGSzyQZtYk1qA/edit?gid=383713842#gid=383713842
Answer: I didn't plan on adding anymore more slots, so please come to office hours and add your name to the queue. A TA will check you off when they are available."
proj2,"Question: Hi, I was wondering if we were allowed to use std::list or std::vector in our parser.cpp file?
Answer: Yes, that's fine"
proj2,"Question: Are we allowed to use unordered maps and lambda functions in our CalcYouLater program?
Answer: It's great that you're thinking along these lines—but I'd ask that you avoid using these as they are not things we have learned about in class (and in the case of lambdas, many of our TAs have not learned about them either)."
proj2,"Question: Hello,
It says in the spec that for phase 1 of CalcYouLater we must submit a unit_tests.h. Will we be graded on these tests (the contents of this file)? Or will the phase 1 grade just be like MetroSim (i.e. only autograder score)
Answer: For this project and the rest, phase 1 will only be the autograder score"
proj2,"Question: The spec says we ""may not use std::stack or any other built-in facility that would render the assignment trivial.""
Does this include std::vector and std::list? Are we allowed to use these?"
proj2,"Question: Depending on the data structures we use to implement the stack, there may be nothing within the DatumStack class that we would have to intentionally initialize in our default constructor. However, the spec states that we must have a default constructor. Do we need to still include an essentially empty function in our DatumStack.cpp file? Thank you!
Answer: Yes, please include a default constructor, even if it is just empty."
proj2,"Question: After testing I moved my private methods back to private, and of course, the unit_test is now buggy. Should I comment on all those buggy tests or can I leave them there?"
proj2,"Question: Hi, I'm trying to figure out the input file type "".cylc"" for project 2. In the spec, it said ""RPNCalc runs on files with extension .cylc."" Does this mean we need to check if the input file type is .cylc and cerr if it's not, or is it assumed that we'll have .cylc filename inputs?
Answer: No, you don't need to have a specific check for file extensions."
proj2,"Question: hey! I'm wondering if we would need the big 3 for the DatumStack class. I know the spec says ""if necessary"" but I wanted to clarify with some other people. I feel like we would need to write big 3 functions because we write our own constructors for the DatumStack class, but like with the PassengerQueue class, because we are using built-in list/vector libraries which do have big 3 already I feel like we wouldn't need to write them ourselves. What do you guys think?"
proj2,"Question: Hello! 
I am posting to confirm that we should not and do not get a datum.cpp file in our folder when we run the special copy command. 
Please confirm. 
Thank you! 
Answer: You should not receive Datum.cpp. We give you Datum.o, the compiled version of Datum.cpp—but not the original source code itself."
proj2,"Question: The spec states that the Parser class (.h and .cpp) should ""contain the declaration and definition of one function called parseRString"" - does this mean we can add other functions to make our code more efficient, or are we restricted to ONLY that one function?
Answer: Note: parser.h does not contain a parser class, and you should not create one either. Otherwise, the autograder will fail because it won't be able to run your parseRString(). parser.h only contains the function declaration. That being said, you can create helper functions, but to follow the spec's instructions, you should declare and define them in the .cpp file, not the .h."
proj2,"Question: The CYL spec states the following:
""A push function that takes a Datum element and puts it on the top of the stack.""
Can we assume that the return type of this function should be void since it was not explicitly stated unlike the other functions?
Answer: Yes, it should be void. We'll make a note to add that in the spec for next semester. Thanks for pointing it out!"
proj2,"Question: Around when can we expect to receive our grades for MetroSim? Would this be before Phase 0 and 1 of CalcYouLater are due?
Answer: We will not have grading of MetroSim done before Phase 1 of CalcYouLater is due next Wednesday 2/26. This shouldn't pose much of an issue though since you do have grades back for the design checkoff and phase 1 of MetroSim already."
proj3,"Question: Hi all,
Project 2 has been released. You can find it in the usual place on the course website. We will also have a mini-lecture in class tomorrow that establishes some groundwork knowledge you'll need for the project.
As always, I highly recommend that you start early. We give you two weeks because it is significantly more manageable in that time frame.
Once again, there are multiple phases to this project. Phase 0 (the design checkoff) and phase 1 are due next Wednesday, Feb. 26, by 11:59pm. As before, please sign up for a design checkoff slot with a TA, using this link.
The final project is due in two weeks, Tuesday March 4th by 11:59pm.
Finally, remember to extensively test your implementation before submitting. We have once again provided you with a reference implementation—you must diff test against this implementation to get a good autograder score.
Have fun with it!
Cheers,
Milod"
proj3,"Question: Will 80+ lines  in a makefile not effect the style grade?
Or is there a way to make a makefile rule go across multiple lines?
my unit_test rule is longer than the allowed char count, but when I tried to split the rule across more lines, I wasn't able to compile. Should I not worry about line length in makefiles?
Answer: @195
EDIT: Making this public in case others have similar issues. If you aren’t able to compile, it’s likely you have a space after your backslash when you try to break a rule across multiple lines."
proj3,"Question: When I run the auto grader, I am getting the error “ terminate called after throwing an ins                                         
tance of 'std::runtime_error'                                                  
  what():  BinaryIO::readFile() expect                                         
ed zap file. Given: test11.txt.s.zap 
” for multiple tests but I don’t really know what this means. I don’t have a read file method in my code or any runtime errors that throw the given message.
Answer: This error means that when you call the BinaryIO::readFile() function (one of the functions that we provide you with), you are calling it on a file that was not actually compressed with zap. Make sure you are calling zap with a file that you actually compressed with your zap program, and make sure that that is also the file you are calling readFile on."
proj3,"Question: I tried submitting my zap assignment but it says autograder failed and to contact course staff. What should I do?
Answer: I've rerun the autograder for you, so you should see the score soon. In the future, you can just resubmit if the autograder fails to run (the bad one won't count as a submission)."
proj3,"Question: If we have to throw a runtime error, is it necessary to clean up memory before throwing? For instance, if we receive a bad zap file and throw the “Encoding did not match Huffman tree.” error but have some uncleaned memory afterward, is that acceptable?"
proj3,"Question: For my first submission to phase one, I can see both my (red, left) output and the correct (green, right) output for each test, like pictured below.
On subsequent submissions, however, I can't see this detail:
Is there a way to see this, or is this difference intentional? I wrote a unit test for this specific test and passed that. I'm not sure what to do re additional testing; I'm wondering what the autograder reads my output to be so I can fix the function accordingly. 
Answer: Hi, taking a look at your autograder results, it seems like you seg faulted on all of those tests. I would take a look at the autograder results, which should have just been released.
For some of the tests, it looks like you segfault, which may or may lead to incorrect output files. I’d start there."
proj3,"Question: Hello! 
I was wondering, is it okay if my output file from the encode function is a text file? Because I noticed that the bad_zap_file does not have the "".txt"" extension. And if I make it a txt file, does that change anything?"
proj3,"Question: I am having some weird effects when running this and I didn't get an error message the first time but now it throws an instance of 'std::bad_alloc' whereas my program always gives a runtime error. Is this something I should worry about?
Answer: When I run the demo on my end, I'm getting a different output. As excepted, the demo prints this:"
proj3,"Question: I saw on gradescope we are required to submit a unittest.h file, should i just submit an empty unittest file if i weren't using unit test as a measure of testing?
Answer: If you didn't use unit testing for phase 1 or 2, then yes, you can submit an empty unit_tests.h file. Of course, make sure you do submit some kind of evidence of testing (a testing main, input files, etc.)"
proj3,"Question: Hello,
I wrote some test .txt files and tried to compare my zap and the_zap. However, for a specific .txt file, there was a seg fault from the reference implementation while my zap succeeded in compressing it. 
I then tried unzapping the .zap file compressed by my zap using both the_zap and my zap, and the resulting .txt file did pass the diff test. I wonder if we should expect seg faults from the_zap in some instances. (I attached a screenshot from my terminal) 
Thank you!
Answer: What's in the text file?"
proj3,"Question: Just to clarify since we don't need to implement a destructor, does that also mean that we won't need to worry about passing valgrind in phase 2?
Thanks!
Answer: No, you should always free any memory your program allocates and run valgrind to check for this. There are other ways to free memory without a destructor (e.g., a helper function, within a function, etc.), so that's why the spec doesn't require it."
proj3,"Question: Can we use the system() command in a main() function for testing to reduce terminal commands?
Answer: Using it is fine in terms of our course policies, but I'd advise you take Hameedah's suggestion into consideration! Presumably, you'd just be using system() calls to invoke some bash commands that would run your tests. You can skip the middleman, and just write bash code instead that you invoke directly. As Hameedah mentioned, writing bash scripts is a very useful skill that will pay dividends down the road."
proj3,"Question: As stated in the spec, we should throw a runtime error for a few specific issues, such as attempting to open a file that doesn’t exist.
In these cases, is it acceptable to leave the program to crash immediately without catching the errors?"
proj3,"Question: I have found it useful for checking if a file exists or if its size is empty. Are we allowed to use it, or should we implement those checks with an istream?
Answer: Sure, that is fine."
proj3,"Question: I constructed a Huffman Tree based on the word banana on my terminal-
Does it matter if it's ILaILbLn or ILaLnLb or is it the same?"
proj3,"Question: I understand that level-order trees are good practice, however I know that the method in which I implemented the helper function to serialize the tree in my encoder function does output a valid huffman tree (the characters' encodings take up the same amount of space as the valid one). Should I revise this function to make it more like the reference tree or is this okay?
Answer: As noted in the spec, there can be many valid Huffman trees for a particular input text. As long as your resulting encoding size is the same, it is fine if your tree is different from the reference implementation's tree. Make sure to test on many different inputs to ensure that this is the case."
proj3,"Question: Hello,
Is there something I can do to get my virtual machine to sync with my changes in VSC? I tried Syncing Local -> Remote, but when I ls my files, they still reflect my old (phase 1) code.
Thanks,
Arietta
Answer: Have you ensured that the sftp is correct (includes any recent password changes, etc)? Do any errors show up in vscode when you try to sync saying that maybe it failed?"
proj3,"Question: Hello! 
I am aware we are not allowed to use generative AI in writing code for this class but is it okay if we use AI to generate the different kinds of text length and character variety that will be useful in testing our code? 
Thank you! 
Answer: Sure, this is fine."
proj3,"Question: I am trying to finish up part one for the project but whenever I type in my password after 
ssh -X [...] it says permission denied. Both my username and password are the same I have done for the rest of my work this year, but this the first time this has happened. I even checked my stfp.json but nothing was changed. What should I do?
Answer: Other TAs, feel free to add on, but I'm not sure what the problem is. Maybe try restarting your computer? If that doesn't fix it, you can also try the lab computers to see if you can login on there. 
I'm making this public because another student may have experienced this issue and can help."
proj3,"Question: Hello,
I don't know if anyone has encountered problems like this, but my vscode treats my README as code by highlighting syntax errors. I haven't figured out how to reset it so that README would be only plain text, and I appreciate it if anyone has a solution to this. Thanks!"
proj3,"Question: Hi, 

I was wondering if for testing phase 1, we could use both unit tests and another main function, or if we had to choose one and use that for all tests/functions."
proj3,"Question: Can we assume for Part One that our code will only be tested on valid HuffmanTrees (i.e. no random floating internal nodes, nullptr endings off of internal nodes, etc.)?"
proj3,"Question: Hello!
Since count_freqs is void and the cout statements may differ in order, would it be sufficient to test this function by printing out expected vs actual output and visually comparing the two in the terminal?
Thanks,
Arietta
Answer: Yes, that's fine. Just be sure to describe this process in the testing section of your README."
proj3,"Question: I saw this in the spec, I'm not very sure what it means ""newline's frequency is reported across two lines.
Answer: It just means that the strange gap in the list of character frequencies represents a newline character."
proj3,"Question: For converting the string back to tree do we need to care about the frequency in contructing new nodes?
If they don't have a frequency are we alsoing using /0 like the value?
Answer: Because the frequency isn't something that's encoded into the serialized text, you can just set the frequency to 1 or some other constant value."
proj3,"Question: The spec says differences in ordering for the frequency counting is allowed - just curious how this works with the autograder for part 1?
Answer: The autograder first sorts all lines of output from your implementation, then compares it to the expected sorted result. Sorting gets rid of any discrepancies in ordering."
proj3,"Question: are we allowed to use auto to print out characters and their count?
Answer: Range-based for loops are okay, but please be aware of what the style guide says:
The keyword auto should only be used when declaring variables of the iterator type. This is a Data Structures course — you're expected to develop a very strong grasp of which class, struct, or primitive data type you are working with at any given time."
proj3,"Question: Does the order in which the frequencies are printed matter? My function uses std::map and seems to print whitespace and \n before the letters, but in the spec those are printed after."
proj3,"Question: Is it fine if what is printed to cout by count_freqs has a trailing new line?
For instance, the spec states that BaNana should be as below, resulting in 4 lines:
B: 1
a: 3
N: 1
n: 1
Is it fine if our count_freqs() instead prints as below, resulting in 5 lines?:
B: 1
a: 3
N: 1
n: 1
Answer: You should follow the spec to the best of your ability. If you choose the latter option, you may fail many autograder tests for phase 1, which would not be advisable."
proj3,"Question: I understand that the spec states we can declare and define helper functions for phase one. However, I would like to clarify whether this means we are allowed to add additional function definitions to phaseOne.h and phaseOne.cpp, in addition to the three required functions."
proj3,"Question: I noticed that the spec states that we should have a function defined as ""HuffmanTreeNode *deserialize_tree(const std::string &serial_tree)"" for phase 1.
In the phaseOne.h file that we were provided in the starter code, it defines this same function as ""HuffmanTreeNode *deserialize_tree(const std::string &s);"", which names the string reference parameter as s instead of serial_tree.
Should we change the .h file to match the spec?
Answer: Thanks for pointing this out, we'll make a note about this for next semester!
But, no, you don't have to change the parameter's name. As long as the function name, return type, and parameter count and types match the spec (i.e., your declaration and definitions match), the autograder will have no problem calling your functions."
proj3,"Question: Are things like function contracts, header comments, and in-line comments going to be accounted for in our phase 1 submission, or will that only be for phase 2?
Answer: As is true for all projects, phase 1 is just the autograder score."
proj3,"Question: Will our unit tests (or main functions used for testing) be graded on modularity? The design checkoff (question 7) indicates we should be thinking about it, but is it a part of the rubric?
Thank you!
Answer: Your program as a whole should be very modular, with each logical step being its own function. Unit tests should be individually testing these functions (you can make the functions temporarily public). There may not be enough steps in main to need modularization, but main should have good abstraction. This means main shouldn't be handling the internal steps of your encoder class."
proj3,"Question: The spec mentions that there are 256 possible values of a char, but ASCII only accounts for 128 possible characters. I think I'm missing something - what are the other 128 characters? Thanks!
Answer: In C++, a char is represented using 8 bits, which means there are 2^8 == 256 possible values for a char. You are correct: ASCII only defines what characters the ints 0 through 127 correspond to. But, a C++ char can store more values outside of this range.
So the question is what do those extra values represent—well, at the end of the day they are just bits. If you were to try and print characters corresponding to values 128 through 255 using cout, then what you see will simply depend on what your terminal supports. Some terminals support what is called ""extended ASCII"", in which an additional 128 characters can be represented. Others will just print nonsense. Overall: yes, regular ASCII just supports 128 characters, but a C++ char can store additional values beyond this."
proj4,"Question: Should our deserialize_tree function be able to handle ""invalid"" inputs (e.g. a leaf with no corresponding character value or more than one leaf without a parent)? If so, should we throw a runtime_error? The spec discusses bad tree traversals, but doesn't directly address serialization (from what I have seen).
Thank you! 
Answer: We will not test for the case you mentioned."
proj4,"Question: Hi everyone,
Grades for GERP have been released. You should have received an email with the score breakdown and a summary of overall performance.

📌 Any regrade requests for GERP should be submitted on Piazza no later than Tuesday, May 6th.

Let us know if you have any questions!

Good luck on your final!

Best, 
Arya"
proj4,"Question: my autograder has been running for more than 10 minutes now. should i resubmit or leave it as is?
Answer: Resolved"
proj4,"Question: 
Answer: Might have to dock a few points for this unsavory depiction"
proj4,"Question: I'm getting this error and can't figure out how to change it?

vm-hw00{pbaker04}94: sort refOutput.txt > refSorted.txt
sort: write error: Disk quota exceeded
vm-hw00{pbaker04}95:

This was running /the_gerp for large_Gutenberg"
proj4,"Question: Hi,
I am trying to test my program with gerp_perf but I keep getting this message: 
[gerp_perf] aborted: unable to properly determine runtime, your program may have crashed
Make sure your program works properly by running it outside of gerp_perf.
My program works outside of gerp_perf. Does this mean that it's too slow?
Thanks"
proj4,"Question: Hello!

My partner and I created multiple testing directories for gerp.
Could you please let me know if we should submit them or only the files that they contained?

Thank you!
Answer: I don't believe Gradescope accepts directories. That being said, please only submit a few unique input and command/query files that test different edge cases. You shouldn't need to provide different files that test the same thing."
proj4,"Question: Does anyone know how many unique words are in smallGutenberg, mediumGutenberg, and largeGutenberg?
Answer: I'm not sure, but you could write a function that calculates this for you."
proj4,"Question: VS Code's Liveshare has been broken all day for us, giving exit code 500. 
Has anybody else been experiencing this issue?
Does anybody know how we can troubleshoot this?
Answer: I'm also getting that on my end if I try to start a live share. From this link https://github.com/microsoft/live-share/issues/5203 it seems like it's just down right now unfortunately...."
proj4,"Question: For example, when searching for “comp” and case insensitivity.

Will it match with 

Comp
cOmp 
coMp
comP

Or just
Comp
Answer: Just like Elias said, a case sensitive search of ""cOmp"" with your given lines would only match with the ""cOmp"" on line 2.
But an insensitive search of ""cOmp"" would match with every single line since they are all just different casings of the letters c-o-m-p."
proj4,"Question: Hello,
Our gerp has been failing a test called ""Tiny Insensitive Query Ending on EOF"". However, we are really not sure what it means. I'm wondering if any elaboration on what it means could be given. Is it testing reading to the end of all files, but still not able to find the word? 

Thank you!"
proj4,"Question: Since my partner and I have a few very short if statements that could be written on a single line, but the style guide states that we should not use single-line if statements, could we instead use ternary operators to reduce them to one-line if-else expressions?
Answer: Yes, ternary operators are fine."
proj4,"Question: Can we use the std::array STL implementation (instead of normal array)?
Answer: Sure, though it's not included on the list of STL libraries, this particular exception is fine."
proj4,"Question: Hi!!
We were wondering if any points will be taken off for grading if we have a struct or a certain function as public in our class. In addition, can we have a struct that only has public members?
Thank you!
Answer: We can't really say a definitive yes or no to this, because it can depend on what info is being made public/what the rest of the class is doing/what interacts with the public info. But generally, all past abstraction barrier expectations still apply to this project. So use those to make educated decisions about what the safest practice is for your implementation. You can also see past rubrics for how many points are lost for not adhering to abstraction barrier (i.e. having info that's public that should be private)."
proj4,"Question: Hi,
The spec says that we can use pairs from the utility library, but are we allowed to use other functions in that library, like move?
Thanks!
Answer: Sure, using the ""move"" function is fine, as long as you understand what it does and it makes sense to use for your program. Not everything from the utility library is allowed—in particular, you cannot use anything related to smart pointers."
proj4,"Question: Hi,
We wrote unit tests to test our index that run our gerp on the directories small_Gutenburg, medium_Gutenburg and large_Gutenburg. However, valgrind keeps acting very bizarre (It looks like memory corruption). Is this a flaw in our code or do you not recommend using the unit_test framework with the Gutenberg directories?
Thanks!
Answer: Using valgrind will slow down your program and make it less memory efficient. Because unit_test runs valgrind, I'd recommend only using unit_test with very small datasets, then separately testing the Gutenberg datasets without unit_test."
proj4,"Question: Is the c++ <algorithm> library available for our use? On a similar note, is it safe to assume the only banned c++ types/libraries for this project are the ones explicitly mentioned in the spec?
Answer: It really depends on which parts of the algorithm library you'd like to use. For example, using something basic like the ""max"" function is fine. But you should not use certain operations, e.g., search operations that use functionality we would expect you to implement yourself.
I don't believe the spec has a ""banned libraries"" list. For the STL library, you can only use the ones that are explicitly listed as allowed. If you're unsure about some other library, please ask here."
proj4,"Question: We were wondering if we need an open or die function for gerp —if we're using the file traverser, we know that all the files will exist (since it has a DirNode), so it seems unneccesary/redundant.
However, we wanted to check first if excluding it is allowed, and if we do need an open or die function, what sort of error should be thrown.
Answer: You never need an open or die function, but if you want to know how the provided code handles file read errors, you should try experimenting with it! You can use chmod to set read write and execute permissions on a file. For example, if you make a new file and then run the command: chmod 000 FILENAME it will remove all permissions, so that file will always fail to open for reading and writing. Then you can see if the code catches that successfully or not."
proj4,"Question: Are we allowed to #include <algorithm>? I just want to use the max function in one of my functions.
Answer: Yes, for the max function that is fine"
proj4,"Question: Hello! I've got the funkiest issue with LiveShare. Whenever I type code, it pops up on my partners screen as completely in reverse (like this: esrever ni yletelpmoc) and moves around lines numbers and puts some things in comments that I did not put in comments. Anybody know what this issue is..."
proj4,"Question: Our gerp runs really fast (within 5sec) while not running valgrind on the small gutenberg, but when we're using valgrind, it's like 20 secs (no memory leakage). I was wondering when autograder is testing it, would it do it seperately on testing speed and testing memory leakage.
Answer: The target runtime we'll check you for will be without running with valgrind. Valgrind implicitly makes any program run slower, so no worries about the longer runtime!"
proj4,"Question: We were looking for a way to store data and came up with this solution Is this allowed?
vector<vector<vector<string>>> wordData;

I'm not sure if we have covered this in class yet.
Answer: At the end of the day, this is just a vector. So yes, of course that's allowed."
proj4,"Question: I know we're not allowed to use <unordered_map> or <unordered_set>, but <set> is permitted, so I was wondering if <map> also is.
Answer: Yeah, no to std::map"
proj4,"Question: Can we use the auto keyword and range-based loop for Proj4?  I found it would be much easier and clearer to use those in code instead of the explicit iterator. I know we can use auto based on previous questions, like @443. But it would make the project trivial, so I am not sure whether we can do that. I just want to be sure. Many examples on: https://www.geeksforgeeks.org/range-based-loop-c/
For example, some things like this. Copied for above website:
Answer: You are definitely allowed to use range-based for loops. If you do, I advise doing it with references where possible (as in the second and third examples you shared) because this would save a lot of time/space.
However, in accordance with our style guide, you should only use the ""auto"" keyword when declaring variables of an iterator type. That is not the case in the examples you've shared above—the variables you are declaring are of type int. So auto would not be allowed for the examples you shared."
proj4,Question: Are we limited to maintaining the current functions in Phase 1? Could I make phase 1 into a class or change the function arguments? Thank you.
proj4,"Question: I can't seem to find where the output of the traverseDirectory function is supposed to print. I'm assuming it is cout, but I wanted to make sure. 
Thanks.
Answer: Yes, please print them to cout"
proj4,"Question: Hey folks,
We thought it might be fun to have a small competition for gerp submissions in terms of space/time performance on large Gutenberg. This is competition is totally optional. If you would like to compete, please upload your code files to the Gradescope assignment proj4_gerp_leaderboard – it should be the same files you provide to proj4_gerp.
As part of the uploading process, you will be able to choose a name for your group’s submission on the leaderboard. Once the submission has run through a few tests, you can see your position on the leaderboard by clicking on the ""Leaderboard"" tab in the top right of your submission. Note that there are a few correctness tests to ensure your results aren’t completely hacked - these correctness tests aren’t as thorough as the ‘normal’ ones, but if you fail any of them, you will not be placed on the leaderboard. We also reserve the right to inspect and remove any submissions that we deem fishy—so no funny business.
We won’t release the formula for calculating the score exactly, but notice that the reference scores ~1.0. The reference solution is already posted, see if you can beat it!
On the leaderboard page, you will be able to rank submissions based on RAM usage, index time, query time, or total score so you can see how your solution does in various categories. However, the winner will be selected based on the best (lowest) total score. The prize for the winning pair will be the Golden Duck Award (attached below).
You can submit to the leaderboard essentially as many times as you'd like (you're capped at 100). We will close submissions on Friday April 25 at 11:59pm — the same as the two token deadline (but you will not be charged tokens for the leaderboard).
Lastly, again, this is completely optional. Have fun!
Cheers,
Milod"
proj4,"Question: Hi! I was just wondering if we’re allowed to add a helper function for traverseDirectory to implement a recursive solution? Thanks!
Answer: Yes absolutely, you may do that.
(Making this public so others can benefit)."
proj4,"Question: The spec says we should not do it with vectors, but not lists so I was wondering if we could with lists?
Answer: (By list, I’m assuming you mean Linked List). Using a list is likely to give you other problems, primarily non-constant time lookup for elements in the middle of the list.
The reason we tell you not to use pointers with vectors is that vectors can expand themselves with an under-the-hood implementation that is hidden from you, the user. Normally it’s nice not to have to worry about that implementation detail, but for this specific use case, it’s important to be very aware of when the array being used to implement the vector gets reallocated.
Think about why that is the case. Why is it necessary to control the array expansion? How could you achieve this without using an std::vector?
Liam"
proj4,"Question: How do we go about creating test directories for traverseDirectory to test in the unit_test framework? If we create some new folders in the same directory we have the unit_tests.h file, shouldn't we just be able to pass the name of those folders to the traverseDirectory function in the unit_tests.h file? However, if we do this traverseDirectory cannot find the folders, which we thought would be handled by FSTree."
proj4,"Question: My partner and I were wondering what stripNonAlphanumeric returns when it's passed a string of just non-alphanumeric chars, for example, ""!#@""
Does it just return an empty string? Should it throw an error? There is no mention of this in the spec, to my knowledge.
Answer: Since stripNonAlphanumeric removes the trailing and leading non-alphanumeric characters, it should return the empty string in this case."
proj4,"Question: To me more specific, should we expect to see strings that are fully non-alphanumeric and can't be parsed to a Word?"
proj4,Question: Do both my partner and I have to submit the design checkoff on gradescope?
proj4,"Question: Hypothetically, if there was a file with over 100 z's, would that be considered a word or would we say the file does not include any words?
Answer: I'm a little unclear what exactly you mean, but any orientation of 100 z's in a file is one or more words.
A single string containing 100 z's and nothing else -- is a word of length 100
100 z's separated by some whitespace/newlines -- is 100 words that are all just ""z""
Any combo of the above two cases -- is at least one word
""Words"" in this case are just any formation of alphanumeric symbols. They don't have to be legit words that are in the dictionary (""laskdjflksdjf"" is just as much a word as ""pants"")."
proj4,"Question: Hello! My gerp partner and I have been repeatedly trying to get a live share session started up, but it is not working for us. When one of us starts a session, the other clicks the invite link and appears to join the workspace, but then the page is just continually loading and they can't actually see the host's content. Do you know why this would be happening and what we can do to fix it?"
proj4,"Question: Hi,
For the strip characters function, should special characters be removed from the middle? For example: 
Should comp&!$15 be returned as comp&!$15 or comp15? 
Thank you!
Answer: stripNonAlphaNum only removes the leading and trailing non-alphanumeric characters. So, since comp&!$15 starts and ends with alphanumeric characters, the function would return comp&!$15"
proj4,"Question: We are not allowed to use unordered map, what about unordred set? in the spec it only says set is okay, im not 100% sure.
Answer: That is intentional—you may use set but not unordered set."
proj4,"Question: Are we allowed to use std::hash for project 4 since its mentioned in helpful tips but not in the stl usage part of the spec?
Answer: I’m going to make this public because this is a question that others may have.
std::hash is not a hash table implementation, but rather used as a has function. std::hash is in the functional library, which is one of the reasons we allow that library. Let us know if you have any other questions."
proj4,"Question: From spec for grep: the option I means to search all files, including binary files
But what I found is
-I Process a binary file as if it did not contain matching data; this is equivalent to the --binary-files=without-match option.
which is to simply skip binary files I think
is that a mistake?
Answer: Take a look at the documentation for grep: https://linuxcommand.org/lc3_man_pages/grep1.html
-i is for case insensitive search. It looks like you are talking about the -a flag."
proj4,"Question: Hey! Me and my partner are trying to set up Live Share and are running into some issues I wonder if anyone could perhaps fix so we don't have to go to office hours. We both have Live Share downloaded, installed, and signed into. When my partner sends me the link, it opens in my browser and then I open it in VSCode and it says I have logged in and I'm in the collaboration session. However, on my partner's computer, she is not receiving a notification to approve me to join or otherwise being aware that there is another participant in her session. Does anyone have any tips?"
proj4,"Question: Does a case sensitive query of a word include special characters (i.e. is Good_Word! the same as GoodWord)? The definition of a case insensitive query is clear (all lowercase and stripped of any special characters other than numbers) but just not sure about case sensitive words.
Answer: I'm not sure I understand your question, but after stripping the leading and trailing alphanumeric characters, Good_Word and GoodWord are different words for both case sensitive and insensitive.
For case sensitive queries, GoodWord and goodword are different. For case insensitive queries GoodWord, goodword, GOODWORD, etc. are the same."
proj4,"Question: Will there be any words that are in all caps or contain more than one capital letter? Or is it safe to assume that capitals will only appear once and at the start of the word (e.g. an author's name or a book title)?
Answer: There certainly can/will be words where not just the first letter is upper-cased. Your implementation should be able to handle this."
proj4,"Question: Does anyone still need a partner?
If so, check out my when2meet: https://www.when2meet.com/?30024338-QLBOo
My name is Margaux Herant and you can contact me at margaux.herant@tufts.edu
My schedule is pretty flexible, the only absolutely non-negotiable event in my schedule is on Saturdays.
EDIT: I found a partner!! Good luck to those who still don't have one."
proj4,"Question: For gerp can the program read all the queries at once and then answer them all or does it need to answer the first query before it gets the second?
Answer: You should not do this—you should respond to queries as they come in."
proj4,"Question: IMPORTANT: Please make sure only one person submits Gerp each time and then adds their partner to it!

As you all get ready to start Gerp, we wanted to share with you a guide on pair programming. Pair programming is a highly valuable skill that pops up in later CS courses here at Tufts as well as in many programming jobs (even interviews). That said, it doesn’t often get taught explicitly, so we want to share this guide with you. It details some best practices and styles, as well as some anti-patterns (things that seem like they would be helpful but aren’t) to watch out for as you work.

Tuple's Pair Programming

Tools and tricks
VS Code LiveShare. This is a great tool for pair programming, whether you partner virtually or not. Many pairing guides advise having one keyboard per person (everyone’s more comfortable on their own, even if you both use the same model). This allows for that and takes it a step further: you can each view the code with your own preferred themes and fonts.
One caveat: with liveshare, it’s very easy to fall out of pair programming and into a divide & conquer workflow. 
Divide & Conquer programming is not pair programming. A good litmus test is, if both partners are typing at the same time and code is being produced, they are dividing & conquering instead of pairing.

LiveShare has features that can help with this called focus and follow. These allow a navigator to “pin” their screen to whatever the current driver is editing. We highly recommend using these features most of the time as you start pairing.

Best of luck!
Arya ◡̈ "
proj4,"Question: Can we assume for Part One that our code will only be tested on valid HuffmanTrees (i.e. no random floating internal nodes, nullptr endings off of internal nodes, etc.)?"
lab,"Question: Serialize just generates a string, but deserialize generates a tree. We don't have to generate character nodes as part of count frequencies though right?"
lab,"Question: Hello everyone! This is where I'll post the lab slides for the semester. Note that you have to be signed into your Tufts email account to view!
Lab 01: ArrayLists
Lab 02: Linked Lists
Lab 03: make, diff
Lab 04: Circular Buggers
Lab 05: Recursion
Lab 06: Tree Traversals
Lab 07: AVL Trees
Lab 08: Midterm Review
Lab 09: Heaps
Lab 10: Hash Tables
Lab 11: Graph Traversals
Lab 12: Dijkstra's Algorithm
#pin"
